graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_score,stochastic_model_impact_score,optimization_state_impact_score,stochastic_state_impact_score,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,7,2.5714285714285716,3.0,1.178030178747903,4,0.13226060263813486,0.09703167872287354,0.400598653030681,1.0,0.19444499875280616,0.979296582688951,0.29,0.09495091438293457,10.442394018173218,7.832047939300537,5.020371913909912
Apoptosis Network,True,41,1,2,0.04878048780487805,4,1.7804878048780488,11,2.272727272727273,1.0,2.8948515141983013,11,0.09398203602587278,0.05779078273591807,0.25676664228237017,1.0,0.19898408924652528,0.06400961212231238,0.035,0.05014300346374512,17.607582092285156,28.999247074127197,6.991093158721924
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,5,4.6,4.0,2.1540659228538015,8,0.22333918885679704,0.06685461135722916,0.5819573097060008,1.0,0.06289166331051148,0.9331453886427816,0.605,0.5805950164794922,25.609071969985962,79.918771982193,7.617469072341919
B bronchiseptica and T retortaeformis coinfection,True,53,1,1,0.018867924528301886,8,2.547169811320755,6,1.3333333333333333,1.0,0.4714045207910317,2,0.12038486674076963,0.21435961100765571,0.28677839851024206,1.0,0.08475481067659839,0.9973101593213318,0.105,0.5078871250152588,11.550065040588379,39.050698041915894,10.315465927124023
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,54,1.5740740740740742,1.0,1.064613507541097,7,0.010583313716342005,0.01903044871794872,0.039663461538461536,1.0000000000000002,0.0834855769230769,0.36818910256366166,0.11,0.09944820404052734,31.74999690055847,135.03522396087646,1.898555040359497
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,12,1.5,1.5,0.5,2,0.03928578851411345,0.09682539682539683,0.12751322751322752,1.0,0.23494444444444437,0.24550264550263634,0.055,0.021216154098510742,5.58971905708313,3.010673999786377,1.8131089210510254
Bordetella bronchiseptica,True,33,1,0,0.0,6,2.393939393939394,2,21.0,21.0,17.0,38,0.4064312736443884,0.5,0.9064312736443884,1.0,0.4245611601513238,1.653670089751813e-09,0.075,0.06665897369384766,22.743693828582764,23.888689041137695,6.757001161575317
BT474 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,69,1.855072463768116,2.0,0.3520277623620614,2,0.008954295553265072,0.012362637362637362,0.036401098901098904,0.9999999999999999,0.07292239010989011,0.3969780219768637,0.11,0.1107480525970459,46.52546715736389,188.25682187080383,1.580068826675415
Budding Yeast Cell Cycle,True,20,1,4,0.2,6,2.1,18,2.0,1.0,1.8856180831641267,6,0.020510453380457688,0.06322529011604641,0.0784313725490196,1.0,0.101078431372549,0.0012009835921986678,0.035,0.05196499824523926,13.850823163986206,110.70321488380432,2.585789918899536
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,7,3.4285714285714284,4.0,1.2936264483053452,5,0.27659663620333413,0.025071633237822348,0.8191260744985673,1.0,0.15774534383954153,0.9394700621427603,0.18,0.07186508178710938,10.622483015060425,24.773321866989136,2.7765939235687256
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.007947976878612706,0.5,0.5079479768786127,1.0,0.08515895953757224,-0.0,0.0,0.061029911041259766,1.3682069778442383,1.923609972000122,1.1152079105377197
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,4.0,4.0,0.0,4,0.0,1.0,1.0,1.0,0.43,0,0.0,0.011140108108520508,0.6272931098937988,5.0067901611328125e-06,0.44658899307250977
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1.0,0.14,0,0.0,0.008769989013671875,0.14628195762634277,4.0531158447265625e-06,0.28282904624938965
Death Receptor Signaling,True,28,1,3,0.10714285714285714,4,1.6071428571428572,16,1.0,1.0,0.0,1,0.051248592754916035,0.06454226302997569,0.12152308938698353,1.0,0.2353686200378072,0.7437213070483413,0.035,0.026433944702148438,8.14455795288086,7.78518009185791,3.542325973510742
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,6,4.666666666666667,4.0,1.4907119849998596,8,0.1711404836463143,0.06867088607594937,0.4341772151898734,0.9999999999999999,0.09936392405063289,0.949367088607584,0.465,0.1668539047241211,12.990654945373535,91.70983600616455,2.116558790206909
