graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_addition_impact_scores,stochastic_model_addition_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_model_addition_time,stochastic_model_addition_time,optimization_state_time,stochastic_state_time
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,5,5.4,4.0,3.8262252939417984,12,0.20956050264031434,0.15773150199379707,0.5702259636685866,"[0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 0.9977846699158174, 0.9999999999999999, 0.9977846699158174, 0.9999999999999999, 0.9977846699158174, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999]","[0.10543198936641561, 0.9290872840053155, 0.08607443509082854, 0.4681568453699597, 0.3030261408949938, 0.044386353566681434, 0.1300974745237041, 0.9988037217545395, 0.24513956579530385, 0.27576871953921167, 0.314071776694728, 0.04861320336730172, 0.19923349579087302, 0.16436420026583978]","[0.03333333333333333, -0.0, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0]","[0.06400000000000003, 0.450000000000001, 0.04200000000000001, 0.41800000000000054, 0.16199999999999976, 0.019999999999999997, 0.07400000000000004, 0.6880000000000044, 0.14199999999999982, 0.09799999999999998, 0.1479999999999998, 0.022, 0.10399999999999995, 0.15199999999999977]","[0.0, 0.0, 0.0, 0.7279574656623836, 0.7279574656623836, 0.16393442622950818, 0.7341603898980947, 0.0, 0.5702259636685866, 0.7279574656623836, 0.16393442622950818, 0.15773150199379707, 0.7279574656623836, 0.0]","[0.14, 0.45, 0.56, 0.58, 0.91, 0.42, 0.39, 0.49, 0.78, 0.52, 0.45, 0.43, 0.74, 0.65]",5.438805103302002,14283.644727945328,422.7861819267273,10687.785447120667,423.239933013916,12.235602855682373
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,58,1.9310344827586208,1.0,1.628009880567293,7,0.009809753467911709,0.016757436112274822,0.03602848764139087,"[0.4365312107247591, 0.5286971093422707, 0.4067867616254713, 0.9886887306242145, 0.34268956849602006, 0.5052366987850859, 0.5152911604524508, 0.5039798910766653, 0.5286971093422707, 0.27607875994972775, 0.46041055718475077, 0.5152911604524508, 0.5341432760787599, 0.5052366987850859, 0.5341432760787599, 0.9886887306242145, 0.5039798910766653, nan, nan, nan, nan, nan]","[0.10218684541265166, 0.5079765395894519, 0.0338039379974864, 0.3070590699622958, 0.019832425638877202, 0.5022203602848844, 0.5048638458315957, 0.5024088814411471, 0.5098491830749987, 0.08951822371177195, 0.09674067867616223, 0.5018391286133308, 0.5024005027230912, 0.5021868454126595, 0.4997235023041558, 0.30025555090071265, 0.5024675324675407, nan, nan, nan, nan, nan]","[0.30000000000000004, 1.0, 0.16666666666666669, 1.0, 0.1, 0.7, 0.7, 0.6333333333333333, 1.0, 0.5, 0.5666666666666667, 0.7, 0.7666666666666666, 0.7, 0.7666666666666666, 1.0, 0.6333333333333333, nan, nan, nan, nan, nan]","[0.12258620689655336, 0.5013793103447999, 0.04051724137931023, 0.35189655172413786, 0.020862068965517202, 0.4855172413792856, 0.4813793103448036, 0.49793103448273157, 0.5020689655172136, 0.06827586206896599, 0.07000000000000052, 0.48810344827583685, 0.48482758620687194, 0.4874137931034232, 0.500172413793076, 0.3089655172413849, 0.485689655172389, nan, nan, nan, nan, nan]","[0.036447423544197735, 0.3066610808546293, 0.16966904063678256, 0.13112693757855048, 0.5915374947633013, 0.0955173858399665, 0.044407205697528276, 0.033514872224549644, 0.0, 0.0, 0.5898617511520737, 0.0, 0.0, 0.0, 0.11897779639715123, 0.0, 0.0, nan, nan, nan, nan, nan]","[0.15, 0.5, 0.54, 0.04, 0.48, 0.1, 0.06, 0.04, 0.38, 0.0, 0.45, 0.04, 0.1, 0.05, 0.15, 0.0, 0.06, nan, nan, nan, nan, nan]",4.0244879722595215,8617.779176950455,6377.666038036346,7836.11897110939,1556.5092380046844,8.606626987457275
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,14,1.5714285714285714,1.0,1.049781318335648,4,0.04773946456435952,0.08927628103539356,0.13365029054410987,"[0.8748019017432647, 1.0, 0.6555731642894876, 1.0, 0.7480190174326464, 0.7480190174326464, 0.37929212889593233, 0.7480190174326466, 0.6714210248283148, 1.0, 0.7490755414685685, 0.9952456418383518, 0.7480190174326464, 0.8890649762282092, nan, nan, nan]","[0.21181722134178538, 0.7154041204437389, 0.12457474907554138, 0.37144743792921275, 0.5002324352879033, 0.4999999999999998, 0.2020602218700473, 0.3236397253037505, 0.18929212889593228, 0.3932593766508188, 0.2512097200211303, 0.6263655573164285, 0.5347702060221866, 0.2044902271526676, nan, nan, nan]","[0.23333333333333334, 0.3666666666666667, 0.13333333333333333, 0.23333333333333334, 0.2, 0.2, 0.06666666666666667, 0.3000000000067835, 0.2, 0.23333333333333334, 0.13333333333333333, 0.30000000000000004, 0.2, 0.30000000000000004, nan, nan, nan]","[0.22357142857142953, 0.5614285714285675, 0.15142857142857108, 0.34642857142857364, 0.494999999999998, 0.511428571428569, 0.18071428571428577, 0.3078571428571456, 0.1649999999999997, 0.3542857142857163, 0.25714285714285884, 0.6042857142857092, 0.4749999999999986, 0.16357142857142826, nan, nan, nan]","[0.0, 0.0, 0.18594823032223984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03433703116745906, 0.0, 0.0, 0.0, 0.0, 0.48917062863180133, nan, nan, nan]","[0.0, 0.0, 0.3, 0.0, 0.01, 0.0, 0.15, 0.0, 0.11, 0.0, 0.0, 0.0, 0.0, 0.57, nan, nan, nan]",0.7182681560516357,3840.4456808567047,112.78260016441345,4166.14998292923,75.70443511009216,7.9860680103302
BT474 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,50,1.44,1.0,0.4963869458396343,2,0.011451346591554265,0.02224653537563822,0.055433989788475566,"[1.0, 0.5725747629467542, 0.20131291028446388, 0.8366156090444931, 1.0, 0.5981035740335523, 0.7330415754923414, 0.5725747629467542, 0.5995623632385121, 0.33843909555069296, 1.0, nan, nan, nan, nan, nan]","[0.07036469730123997, 0.12889861415025522, 0.01711889132020422, 0.08072939460247994, 0.2516265499635304, 0.05423778264040839, 0.04190371991247262, 0.07637490882567465, 0.060153172866520783, 0.046068563092633144, 0.07210065645514226, nan, nan, nan, nan, nan]","[0.5333333333333333, 0.5333333333333333, 0.13333333333333333, 0.5333333333333333, 0.9333333333333332, 0.5333333333333333, 0.26666666666666666, 0.4, 0.6, 0.6666666666666666, 0.9333333333333332, nan, nan, nan, nan, nan]","[0.13339999999999805, 0.3135999999999942, 0.04179999999999999, 0.10359999999999868, 0.5546000000000307, 0.03940000000000003, 0.02980000000000002, 0.12759999999999816, 0.1441999999999978, 0.05859999999999963, 0.10399999999999868, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.014587892049598832, 0.04449307075127644, 0.0, 0.0, 0.29540481400437635, 0.04449307075127644, 0.13566739606126915, 0.1466083150984683, 0.0, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.29, 0.02, 0.15, 0.15, 0.0, nan, nan, nan, nan, nan]",2.7475409507751465,3045.9620821475983,817.5305819511414,3149.8750371932983,1039.0588510036469,4.439584016799927
Budding Yeast Cell Cycle,True,20,1,4,0.2,6,2.1,26,1.6923076923076923,1.0,1.4615384615384615,7,0.01935334498215552,0.04050632911392405,0.06980108499095841,"[0.5428571428571428, 0.9999999999999999, 0.6575045207956599, 0.4954792043399639, 0.65750452079566, 0.5265822784810126, 0.9999999999999999, 0.9999999999999999, 0.49547920433996395, 0.9999999999999999, 0.5421338155515371, 0.5045207956600362, 0.8177215189873417, 0.5240506329113924, 0.4947558770343581, 0.9999999999999999, nan, nan, nan, nan]","[0.49742857142857216, 0.6863688969258572, 0.1558661844484632, 0.2536600361663656, 0.5716311030741411, 0.10001808318264023, 0.23731645569620302, 0.08948282097649198, 0.1789041591320074, 0.48177576853526255, 0.02294032549728751, 0.2860578661844488, 0.28869439421338194, 0.2015081374321884, 0.03281012658227846, 0.28860759493670946, nan, nan, nan, nan]","[0.33333333333333337, -0.0, 0.5333333333333333, 0.4, 0.26666666666666666, 0.4, 0.13333333333333333, 1.0, 0.26666666666666666, 0.13333333333333333, 0.2, 0.26666666666666666, 0.26666666666666666, -0.0, -0.0, 0.13333333333333333, nan, nan, nan, nan]","[0.4876923076923212, 0.9307692307692094, 0.3080769230769289, 0.4292307692307802, 0.7226923076923158, 0.11730769230769197, 0.274615384615389, 0.15653846153846107, 0.3965384615384711, 0.3973076923077019, 0.03076923076923075, 0.22423076923077148, 0.41961538461539516, 0.3361538461538532, 0.11192307692307661, 0.2961538461538515, nan, nan, nan, nan]","[0.0, 0.0, 0.037613019891500905, 0.0433996383363472, 0.0, 0.0, 0.0810126582278481, 0.0, 0.0, 0.04159132007233273, 0.11681735985533453, 0.0, 0.0, 0.0, 0.1837251356238698, 0.01952983725135624, nan, nan, nan, nan]","[0.04, 0.02, 0.05, 0.06, 0.01, 0.05, 0.21, 0.08, 0.13, 0.1, 0.2, 0.1, 0.05, 0.15, 0.19, 0.17, nan, nan, nan, nan]",1.6046650409698486,9209.71894478798,2456.1336131095886,8981.57592201233,537.134752035141,18.328050136566162
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,6,4.0,2.0,3.3166247903554,11,0.1338361503170413,0.11769352290679305,0.3909952606635071,"[1.0, 1.0, 0.9083728278041074, 0.9083728278041074, 1.0, 1.0, 0.9083728278041074, 0.764612954186414, 0.9083728278041074, 0.9083728278041074, 1.0, 1.0, 1.0, 0.9083728278041074, 1.0, 1.0, 0.9083728278041074, 1.0]","[0.0717061611374408, 0.26332543443917866, 0.6690837282780397, 0.11218799368088461, 0.41806477093206945, 0.15331753554502345, 0.16988941548183234, 0.08060821484992106, 0.6602211690363333, 0.6868088467614519, 0.032630331753554495, 0.10211690363349124, 0.5414691943127962, 0.10635071090047388, 0.15631911532385448, 0.2894944707740915, 0.047812006319115335, 0.19744075829383878]","[0.06666666666666667, 0.03333333333333333, -0.0, -0.0, 0.03333333333333333, -0.0, -0.0, -0.0, -0.0, -0.0, 0.06666666666666667, -0.0, 0.03333333333333333, -0.0, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667]","[0.06333333333333335, 0.4616666666666655, 0.42999999999999927, 0.1883333333333333, 0.3733333333333334, 0.36666666666666686, 0.26166666666666716, 0.07333333333333338, 0.0666666666666667, 0.40499999999999964, 0.04833333333333333, 0.17499999999999985, 0.828333333333335, 0.011666666666666665, 0.15999999999999978, 0.5749999999999972, 0.05500000000000001, 0.13833333333333317]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3909952606635071, 0.5347551342812006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.84913112164297, 0.2950236966824645, 0.0, 0.0, 0.36650868878357035]","[0.37, 0.01, 0.11, 0.0, 0.01, 0.26, 0.46, 0.84, 0.98, 0.08, 0.17, 0.0, 0.0, 1.0, 0.26, 0.21, 0.29, 0.34]",1.5569429397583008,10774.201092004776,61.563262939453125,12863.219038963318,190.60939192771912,12.03145694732666
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.0,1.0,0.0,1,0.09616255565474371,0.22312588401697314,0.2531824611032532,"[0.5282885431400284, 0.5282885431400284, 0.5282885431400284, 0.7637906647807639, 0.27298444130127303, 0.5282885431400284, 0.7637906647807639, 0.5282885431400284, 0.46393210749646396, 0.27298444130127303, 0.5091937765205092, 0.6994342291371995, 0.5282885431400284, 0.7637906647807639, nan]","[0.5016973125884001, 0.49547383309759424, 0.5028288543140015, 0.010643564356435644, 0.12094766619519096, 0.21830268741159828, 0.0877369165487977, 0.02526874115983027, 0.01635077793493635, 0.25091937765205097, 0.5009193776520495, 0.1299080622347949, 0.5022630834512009, 0.2500212164073551, nan]","[0.13333333333333333, 0.13333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.06666666666666667, 0.06666666666666667, 0.1, 0.1, 0.13333333333333333, 0.06666666666666667, nan]","[0.5583333333333308, 0.589999999999997, 0.0, 0.006666666666666666, 0.09666666666666666, 0.29833333333333406, 0.1333333333333332, 0.06166666666666669, 0.009999999999999998, 0.26000000000000045, 0.4999999999999983, 0.13166666666666654, 0.5133333333333314, 0.3366666666666673, nan]","[0.0, 0.0, 0.0, 0.5282885431400284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.05, 1.0, 0.39, 0.08, 0.0, 0.0, 0.0, 0.03, 0.08, 0.0, 0.0, 0.06, 0.0, nan]",0.9344849586486816,2976.152601003647,113.37609195709229,3333.130758047104,161.35345888137817,8.577229022979736
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29, 0.22, 0.48, 0.06, 0.26, 0.28, 0.62, 0.05, 0.45]","[0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333]","[0.16, 0.24, 0.4, 0.15, 0.23, 0.2, 1.44, 0.32, 0.46]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.038763999938964844,741.1559798717499,5.225778102874756,741.9094679355621,9.059906005859375e-06,1.446181058883667
Cortical Area Development,True,5,1,0,0.0,4,2.8,2,2.0,2.0,1.0,3,0.1875,0.5,0.6875,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.33625, 0.3775, 0.1875, 0.070625, 0.153125]","[0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333]","[0.25, 0.385, 0.05, 0.055, 0.17]","[1.0, 0.3125, 1.0, 1.0, 0.3125]","[0.92, 0.12, 1.0, 0.93, 0.09]",0.03910112380981445,303.7996678352356,3.4397189617156982,303.0982151031494,1.6836559772491455,0.5737130641937256
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,2,4.0,4.0,0.0,4,0.4223826714801444,0.5,0.9223826714801444,"[1.0, 1.0, 1.0, 1.0, 0.9223826714801444, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.08, 0.1084476534296029, 0.25, 0.01844765342960289, 0.11, 0.16, 0.17, 0.09, 0.3, 0.28, 0.25, 0.1, 0.07, 0.02]","[-0.0, -0.0, 0.03333333333333333, -0.0, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, -0.0, 0.16666666666666669, 0.03333333333333333, -0.0, -0.0, 0.1, -0.0]","[0.01, 0.06, 0.17, 0.28, 0.005, 0.12, 0.355, 0.22, 0.12, 1.42, 0.205, 0.095, 0.16, 0.18, 0.03]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09, 0.0, 0.06, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08, 0.03, 0.06, 0.12, 0.0]",1.297760009765625,6280.019341945648,173.07302904129028,6676.20072388649,152.0395998954773,10.119901180267334
