graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_addition_impact_scores,stochastic_model_addition_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_model_addition_time,stochastic_model_addition_time,optimization_state_time,stochastic_state_time
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,12,1.8333333333333333,2.0,0.7993052538854533,3,0.04775356417647514,0.08472432979261507,0.13859382903388973,"[0.8937784522003035, 0.7602427921092565, 1.0, 0.9999999999999999, 0.7602427921092565, 0.7602427921092565, 0.7602427921092565, 0.4036418816388467, 0.8877086494688923, 0.9999999999999999, 0.2559433485078402, 0.881638846737481, 0.7602427921092565, 1.0, nan, nan, nan]","[0.17069296914516915, 0.4697218007081444, 0.12635811836115313, 0.35098128477491125, 0.5364946889226111, 0.5052048558421861, 0.19041476985331282, 0.2540010116337881, 0.1734951947395041, 0.35005563985837135, 0.25178553363682316, 0.8187556904400641, 0.4947951441578159, 0.18837632776934718, nan, nan, nan]","[0.1, 0.13333333333333333, 0.06666666666666667, 0.13333333333333333, 0.1, -0.0, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.03333333333333333, 0.1, -0.0, 0.1, nan, nan, nan]","[0.16083333333333374, 0.5725000000000053, 0.16500000000000037, 0.3491666666666656, 0.4066666666666673, 0.35999999999999927, 0.15833333333333377, 0.2899999999999986, 0.15333333333333374, 0.38583333333333336, 0.2399999999999993, 0.814166666666664, 0.39250000000000024, 0.25916666666666566, nan, nan, nan]","[0.26858877086494687, 0.0, 0.2341932220536166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26858877086494687, 0.0, 0.0, 0.0, 0.0, 0.26858877086494687, nan, nan, nan]","[0.24, 0.0, 0.26, 0.0, 0.23, 0.25, 0.33, 0.0, 0.15, 0.0, 0.27, 0.0, 0.27, 0.39, nan, nan, nan]",1.083894968032837,7967.866816043854,59.876182079315186,7680.504896879196,95.60588002204895,11.421125888824463
BT474 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,106,1.7735849056603774,2.0,0.4185108115626196,2,0.0070495924196913124,0.0066711140760507,0.02601734489659773,"[0.6924616410940627, 0.5757171447631755, 0.2808539026017345, 0.7418278852568378, 1.0, 0.7418278852568378, 0.4469646430953969, 0.5336891260840559, 0.45163442294863243, 0.3789192795196798, 1.0, nan, nan, nan, nan, nan]","[0.1253902601734498, 0.23707138092061086, 0.043362241494329566, 0.11128085390260242, 0.2553168779186104, 0.05863242161440993, 0.048465643762508365, 0.0989326217478324, 0.110213475650434, 0.04813208805870585, 0.12328218812541794, nan, nan, nan, nan, nan]","[1.0, 0.8666666666666666, 0.13333333333333333, 0.7999999999999999, -0.0, 0.7999999999999999, -0.0, 0.4, 0.6666666666666666, 0.2, 0.7999999999999999, nan, nan, nan, nan, nan]","[0.23707547169810655, 0.34028301886792184, 0.10990566037735634, 0.18452830188678768, 0.07075471698113132, 0.18066037735848592, 0.11924528301886544, 0.22613207547169187, 0.2096226415094283, 0.11150943396226194, 0.21169811320754142, nan, nan, nan, nan, nan]","[0.0533689126084056, 0.0533689126084056, 0.16611074049366242, 0.026684456304202804, 0.9439626417611742, 0.0, 0.43562374916611074, 0.0, 0.05003335557038025, 0.3509006004002669, 0.0, nan, nan, nan, nan, nan]","[0.06, 0.07, 0.15, 0.04, 1.0, 0.0, 0.39, 0.0, 0.06, 0.4, 0.0, nan, nan, nan, nan, nan]",13.829104900360107,7268.2159168720245,312.7183349132538,7334.875693082809,3178.5598618984222,11.263916015625
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,3,2.6666666666666665,2.0,0.9428090415820634,4,0.21033553278386682,0.4478353442157559,0.5138396025550035,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5138396025550035, 1.0, 1.0, 0.5138396025550035, nan]","[0.47, 1.000000000000005, 1.000000000000005, 0.046458481192335, 0.21679914833215036, 0.41, 0.2316607523066004, 0.045415188076650105, 0.02027679205110007, 0.5013839602555002, 0.5005535841022, 0.35321504613200816, 1.000000000000005, 0.49972320794889996, nan]","[-0.0, -0.0, 0.06666666666666667, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, nan]","[0.39333333333333337, 0.9099999999999979, 0.7500000000000001, 0.02333333333333333, 0.21666666666666656, 0.5866666666666681, 0.12000000000000004, 0.04666666666666666, 0.006666666666666666, 0.3333333333333329, 0.49333333333333407, 0.22999999999999987, 0.9566666666666639, 0.5533333333333345, nan]","[0.0, 0.0, 0.0, 0.0383250532292406, 0.0383250532292406, 0.0, 0.0, 0.0383250532292406, 0.4861603974449965, 0.0, 0.0, 0.0383250532292406, 0.0, 0.0383250532292406, nan]","[0.02, 0.02, 0.01, 0.03, 0.0, 0.02, 0.0, 0.01, 0.24, 0.02, 0.0, 0.02, 0.03, 0.0, nan]",1.3446221351623535,6337.74255490303,93.66275882720947,6879.577425003052,123.67091107368469,10.591624975204468
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.17, 0.48, 0.04, 0.22, 0.26, 0.5, 0.05, 0.46]","[0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667]","[0.24, 0.23, 1.0, 0.19, 0.25, 0.29, 1.48, 0.47, 1.44]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.16071581840515137,1630.5389029979706,16.09890580177307,1639.5219039916992,1.8835067749023438e-05,3.123825788497925
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.36, 0.11, 0.06, 0.11]","[0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0]","[0.42, 0.24, 0.35, 0.19, 0.23]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.06805801391601562,589.185546875,6.901129961013794,588.8158671855927,2.002716064453125e-05,1.1109039783477783
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,2,5.0,5.0,3.0,8,0.41513616212792903,0.5,0.915136162127929,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.915136162127929, 1.0, 1.0]","[0.03660544648511716, 0.22387587080430651, 0.40199493350221666, 0.32217859404686505, 0.06575680810639645, 0.3521785940468651, 0.7179354021532615, 0.5926599113362889, 0.13066497783407222, 0.7921785940468646, 0.3379354021532615, 0.4287840405319823, 0.17557314756174794, 0.22472450918302722, 0.04575680810639646]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.03333333333333333, -0.0, -0.0, -0.0, 0.03333333333333333, -0.0]","[0.025, 0.11, 0.265, 0.23, 0.035, 0.25, 0.46, 0.43, 0.095, 0.905, 0.215, 0.295, 0.15, 0.14, 0.03]","[1.0, 0.0, 0.08486383787207093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08486383787207093, 0.0, 0.0, 0.08486383787207093, 0.0, 0.0]","[0.23, 0.09, 0.14, 0.21, 0.15, 0.17, 0.04, 0.14, 0.2, 0.06, 0.21, 0.04, 0.23, 0.18, 0.14]",3.9278550148010254,12269.203159093857,294.84476685523987,12691.048271894455,307.1065740585327,21.111045122146606
HCC1954 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,197,2.0,2.0,0.0,2,0.0033567492077585383,0.004074505238649592,0.021536670547147845,"[0.5535506402793947, 0.9819557625145519, 0.8323632130384168, 1.0, 0.3108265424912689, 0.8195576251455181, 0.39348079161816063, 1.0, 0.44586728754365546, 0.9225844004656578, 0.8247962747380676, nan, nan, nan, nan, nan]","[0.09364377182770452, 0.560203725261926, 0.13305005820721263, 0.1965250291036074, 0.11528521536670118, 0.0929860302677504, 0.1121827706635589, 0.5731781140861384, 0.07669383003492344, 0.14632712456344105, 0.1104831199068659, nan, nan, nan, nan, nan]","[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.16666666666666669, -0.0, -0.0, 0.16666666666666669, nan, nan, nan, nan, nan]","[0.13319796954314986, 0.4935025380709561, 0.13548223350254077, 0.27715736040609756, 0.16335025380711, 0.13700507614213472, 0.1603045685279221, 0.33568527918781393, 0.13015228426396194, 0.21695431472081692, 0.12390862944162677, nan, nan, nan, nan, nan]","[0.7933643771827721, 0.9342258440046584, 0.7322467986030281, 0.477299185098953, 0.0, 0.2887077997671712, 0.119906868451688, 0.9417927823050076, 0.10128055878928986, 0.10128055878928986, 0.9417927823050076, nan, nan, nan, nan, nan]","[0.74, 0.98, 0.49, 0.45, 0.0, 0.55, 0.16, 1.0, 0.08, 0.05, 0.42, nan, nan, nan, nan, nan]",16.522741079330444,10087.553399085999,59.395801067352295,9563.763396978378,7527.225733041763,10.381155014038086
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,12,1.6666666666666667,1.0,1.1055415967851332,4,0.04633890893790572,0.08792544570502431,0.14748784440842788,"[1.0, 1.0, 1.0, 0.26094003241491087, 1.0, 1.0, 0.48460291734197736, 0.5105348460291735, 0.4959481361426256, 0.4700162074554295, nan, nan, nan]","[0.31442463533225246, 0.5460210696920568, 0.15554294975688823, 0.14146677471636965, 0.32362236628849245, 0.6059805510534827, 0.07351701782820093, 0.5009319286871954, 0.15208265802269053, 0.28905186385737414, nan, nan, nan]","[0.26666666666666666, 0.2, 0.26666666666666666, 0.06666666666666667, 0.13333333333333333, 0.26666666666666666, 0.03333333333333333, 0.13333333333333333, 0.13333333333333333, 0.1, nan, nan, nan]","[0.259999999999999, 0.490000000000003, 0.17166666666666694, 0.16750000000000032, 0.6875000000000046, 0.6700000000000056, 0.059166666666666624, 0.33333333333333187, 0.18166666666666678, 0.25916666666666566, nan, nan, nan]","[0.24959481361426256, 0.0, 0.0, 0.0, 0.24959481361426256, 0.0, 0.0, 0.0, 0.24959481361426256, 0.1434359805510535, nan, nan, nan]","[0.15, 0.19, 0.06, 0.02, 0.23, 0.05, 0.02, 0.02, 0.22, 0.05, nan, nan, nan]",0.552753210067749,2853.761199951172,129.50204706192017,2870.6210598945618,52.53271698951721,4.778053045272827
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.0,0.5,0.5,"[1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, nan]","[0.03, 0.14, 0.5, 0.21, 0.115, 0.51, 0.235, 0.04, 0.11, 0.11, 0.14, 0.5, 0.25, 0.1, 0.25, 0.03, 0.43, 0.5, 0.035, nan]","[0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, -0.0, nan]","[0.065, 0.14, 0.5, 0.22, 0.12, 0.48, 0.275, 0.1, 0.17, 0.17, 0.12, 0.5, 0.27, 0.05, 0.26, 0.08, 0.52, 0.5, 0.105, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",0.7960810661315918,13396.842515945435,77.20411705970764,13410.746603012085,60.45025897026062,20.24569296836853
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,1,2.0,2.0,0.0,2,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29, 0.21, 0.41, 0.0, 0.06, 1.0, 0.03, 0.11, 0.07, 0.05]","[-0.0, -0.0, -0.0, -0.0, -0.0, 0.03333333333333333, -0.0, -0.0, -0.0, -0.0]","[2.44, 0.23, 0.42, 0.06, 0.18, 1.0, 0.08, 0.11, 0.08, 0.12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3593769073486328,3043.337970018387,40.31431698799133,3048.894352912903,1.5974044799804688e-05,5.477331876754761
