graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_addition_impact_scores,stochastic_model_addition_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_model_addition_time,stochastic_model_addition_time,optimization_state_time,stochastic_state_time
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,12,1.0,1.0,0.0,1,0.04428140101856529,0.08076923076923077,0.14375,"[0.40721153846153846, 0.7394230769230768, 0.7355769230769231, 0.5509615384615385, 0.7394230769230768, 0.7394230769230768, 0.6466346153846154, 1.0, 0.6466346153846154, 0.5509615384615385, 0.7677884615384616, 0.5567307692307693, 0.7394230769230768, 0.6716346153846154, nan, nan, nan]","[0.15894711538461545, 0.4695288461538451, 0.06315865384615388, 0.2654278846153848, 0.5173798076923064, 0.5033173076923064, 0.13853365384615388, 0.28469711538461545, 0.16186057692307693, 0.2730000000000001, 0.25550000000000006, 0.49344230769230707, 0.48890384615384475, 0.18335096153846173, nan, nan, nan]","[0.1, 0.30000000000000004, 0.13333333333333333, 0.13333333333333333, 0.30000000000000004, 0.30000000000000004, 0.06666666666666667, 0.30000000000000004, 0.2, 0.13333333333333333, 0.1, 0.26666666666666666, 0.30000000000000004, 0.1, nan, nan, nan]","[0.10583333333333339, 0.49833333333333657, 0.10583333333333339, 0.236666666666666, 0.49083333333333634, 0.50166666666667, 0.15250000000000039, 0.2641666666666656, 0.12000000000000016, 0.25083333333333246, 0.24249999999999924, 0.4766666666666693, 0.515833333333337, 0.12333333333333352, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10913461538461539, nan, nan, nan]","[0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11, 0.0, 0.0, 0.0, 0.0, 0.32, nan, nan, nan]",1.0697400569915771,1488.85165476799,887.6259651184082,1620.4499700069427,191.20303416252136,14.126667022705078
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,2,2.0,2.0,0.0,2,0.3521739130434782,0.5,0.8521739130434782,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8521739130434782]","[0.03, 0.24, 0.56, 0.04, 0.24, 0.21, 0.0914782608695652, 0.06147826086956521, 0.6, 0.57, 0.1, 0.06443478260869563, 0.52, 0.08591304347826087, 0.09, 0.21, 0.01, 0.022956521739130435]","[0.06666666666666667, -0.0, -0.0, -0.0, 0.13333333333333333, -0.0, -0.0, -0.0, -0.0, -0.0, 0.06666666666666667, -0.0, -0.0, -0.0, -0.0, -0.0, 0.13333333333333333, -0.0]","[0.1, 0.33, 1.265, 0.075, 0.745, 0.35, 0.56, 0.73, 0.97, 1.215, 0.09, 0.155, 0.52, 0.515, 0.155, 0.29, 0.115, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.86, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.18, 0.17, 0.0, 0.0, 0.0, 0.0, 0.08, 0.0, 0.0, 0.0, 1.0]",1.202881097793579,4162.463976860046,224.6219310760498,5306.152575969696,267.2708921432495,49.7474479675293
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,3,2.6666666666666665,2.0,0.9428090415820634,4,0.21535692511911017,0.47903780068728524,0.49209621993127145,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9711340206185567, 1.0, 0.5079037800687285, 0.9711340206185567, 1.0, 0.5079037800687285, nan]","[0.9999999999999994, 0.9999999999999994, 0.9999999999999994, 0.044948453608247424, 0.24013058419243957, 0.49028865979381386, 0.1908384879725085, 0.041731958762886594, 0.031154639175257726, 0.5036219931271472, 0.5007353951890028, 0.2676769759450168, 0.9999999999999994, 0.5014707903780063, nan]","[-0.0, -0.0, 0.06666666666666667, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, nan]","[0.8433333333333322, 0.666666666666668, 0.666666666666668, 0.016666666666666666, 0.16333333333333344, 0.37999999999999995, 0.20999999999999994, 0.07999999999999996, 0.019999999999999997, 0.3333333333333329, 0.48666666666666736, 0.25999999999999973, 0.666666666666668, 0.49333333333333407, nan]","[0.0, 0.0, 0.0, 0.5079037800687285, 0.0288659793814433, 0.0, 0.0, 0.0, 0.5079037800687285, 0.0288659793814433, 0.0, 0.0, 0.0, 0.0, nan]","[0.03, 0.04, 0.04, 0.47, 0.29, 0.04, 0.0, 0.0, 0.17, 0.02, 0.19, 0.0, 0.05, 0.0, nan]",3.1017379760742188,1161.9498219490051,83.96659111976624,1284.9519500732422,193.81562209129333,10.526694059371948
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.31, 0.36, 0.5, 0.05, 0.25, 0.21, 0.56, 0.06, 0.47]","[0.03333333333333333, -0.0, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333]","[0.23, 1.04, 0.52, 0.09, 0.81, 0.24, 0.51, 0.3, 0.49]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.06257796287536621,219.16353583335876,10.225283861160278,211.32769799232483,1.2159347534179688e-05,3.1935670375823975
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,5.0,5.0,0.0,5,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.52, 0.52, 0.53, 0.28, 0.62]","[0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333]","[0.56, 0.48, 0.65, 0.54, 0.87]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.14748096466064453,68.63058304786682,7.358442783355713,63.27706718444824,1.6927719116210938e-05,1.2553880214691162
Fanconi anemia and checkpoint recovery,True,15,1,0,0.0,8,4.4,1,16.0,16.0,0.0,16,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.02, 0.29, 0.47, 0.45, 0.09, 0.23, 0.59, 0.39, 0.25, 0.28, 0.43, 0.67, 0.3, 0.18, 0.05]","[0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, -0.0, -0.0, 0.03333333333333333]","[0.04, 0.38, 0.92, 0.66, 0.04, 0.36, 0.89, 0.92, 0.24, 0.77, 0.57, 1.0, 0.35, 0.39, 0.04]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.585765838623047,2424.801850795746,489.90571689605713,3553.3962910175323,3.0040740966796875e-05,35.52868604660034
Iron acquisition and oxidative stress response in aspergillus fumigatus,True,22,1,2,0.09090909090909091,6,1.7272727272727273,15,3.8666666666666667,5.0,2.0933757957476775,6,0.08901157092023293,0.006838294448913918,0.24577634754625904,"[0.9855189058728882, 0.9839098954143203, 0.9710378117457764, 0.9710378117457764, 0.9549477071600966, 1.0, 0.9935639581657282, 0.9710378117457764, 0.9935639581657282, 1.0, 0.9839098954143203, 1.0, 1.0, 0.9641995172968625, 0.9935639581657282, 0.9839098954143203, 1.0, 0.9935639581657282, 1.0, 1.0, nan, nan]","[0.06350764279967822, 0.9620313757039355, 0.7298310539018459, 0.7671600965406213, 0.6619991954947679, 0.6583467417538204, 0.9975060337892091, 0.8141874497184167, 0.9956355591311247, 0.9682180209171282, 0.9767980691874404, 0.9684473049074737, 0.4962872083668532, 0.5004424778761056, 0.5475905068382937, 0.969275945293637, 0.9574979887369206, 0.9975784392598448, 0.9706878519710288, 0.18066371681415794, nan, nan]","[0.13333333333333333, 0.03333333333333333, 0.13333333333333333, 0.16666666666666669, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.2, 0.03333333333333333, 0.13333333333333333, 0.1, 0.1, 0.06666666666666667, 0.13333333333333333, 0.1, 0.03333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, nan, nan]","[0.03933333333333339, 0.37200000000000166, 0.36466666666666797, 0.47533333333334016, 0.41933333333333733, 0.2899999999999992, 0.7820000000000068, 0.46466666666667295, 0.3653333333333347, 0.38933333333333586, 0.48400000000000726, 0.4513333333333389, 0.39666666666666955, 0.24133333333333268, 0.26866666666666594, 0.26866666666666594, 0.30866666666666576, 0.762000000000008, 0.48066666666667374, 0.08933333333333321, nan, nan]","[0.2304907481898632, 0.0, 0.2304907481898632, 0.2304907481898632, 0.22888173773129528, 0.0, 0.0, 0.12188254223652453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22606596942880128, 0.0, 0.0, 0.22204344328238135, nan, nan]","[0.13, 0.13, 0.05, 0.25, 0.1, 0.0, 0.11, 0.02, 0.12, 0.1, 0.0, 0.0, 0.01, 0.14, 0.0, 0.1, 0.14, 0.06, 0.0, 0.1, nan, nan]",7.1542370319366455,4051.251119852066,210.7645480632782,4963.754338026047,1283.8409848213196,44.15806698799133
Lac Operon,True,13,1,3,0.23076923076923078,4,1.6923076923076923,8,1.0,1.0,0.0,1,0.012289100770958232,0.12552126772310257,0.13928273561301086,"[0.5471226021684737, 1.0, 1.0, 0.27522935779816515, 0.7247706422018348, 1.0, 0.24770642201834864, 0.5012510425354462, 0.5471226021684737, 0.45287739783152625, nan, nan, nan]","[0.2628273561301091, 0.47999999999999815, 0.13766472060050036, 0.13159299416180145, 0.27972477064220214, 0.5099999999999977, 0.05901584653878233, 0.4999499582985799, 0.14810675562969136, 0.2598999165971646, nan, nan, nan]","[0.13333333333333333, 0.26666666666666666, 0.16666666666666669, 0.06666666666666667, 0.2, 0.26666666666666666, 0.03333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, nan, nan, nan]","[0.3525, 0.53, 0.215, 0.1275, 0.2575, 0.46, 0.07, 0.5, 0.43875, 0.2625, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan]",0.3579728603363037,480.7363169193268,75.26052594184875,489.086266040802,54.79290509223938,5.690743923187256
Mammalian Cell Cycle,True,20,1,1,0.05,5,2.55,2,1.0,1.0,0.0,1,0.015782828282828287,0.5,0.5157828282828283,"[1.0, 1.0, 0.5157828282828283, 1.0, 1.0, 1.0, 0.5157828282828283, 1.0, 1.0, 1.0, 1.0, 0.5157828282828283, 0.5157828282828283, 1.0, 1.0, 0.5157828282828283, 1.0, 0.5157828282828283, 0.5157828282828283, nan]","[0.01, 0.13, 0.5003156565656568, 0.22, 0.07, 0.48, 0.22936868686868694, 0.08, 0.12, 0.14, 0.18, 0.49621212121212127, 0.23126262626262636, 0.04, 0.3048421717171717, 0.03968434343434343, 0.43, 0.4993686868686869, 0.03, nan]","[0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, nan]","[0.085, 0.2, 0.5, 0.3, 0.115, 0.62, 0.255, 0.13, 0.11, 0.16, 0.11, 0.5, 0.245, 0.06, 0.27, 0.06, 0.46, 0.5, 0.07, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",0.5634548664093018,2085.8863430023193,132.39863085746765,2670.893797159195,134.37088704109192,30.149358987808228
Mammalian Cell Cycle 2006,True,10,1,0,0.0,6,3.5,4,2.0,2.0,0.0,2,0.2257513612112269,0.21273516642547033,0.5499276410998553,"[1.0, 0.5745296671490593, 0.9999999999999999, 0.5499276410998553, 0.9999999999999999, 0.9999999999999999, 0.9363241678726484, 0.9999999999999999, 0.5745296671490593, 0.9999999999999999]","[0.22088277858176558, 0.33416787264833553, 0.56, 0.016005788712011585, 0.054124457308248886, 1.000000000000005, 0.023285094066570197, 0.047496382054992764, 0.07678726483357452, 0.062257597684515185]","[-0.0, -0.0, -0.0, -0.0, -0.0, 0.13333333333333333, -0.0, -0.0, -0.0, -0.0]","[0.4625, 0.125, 0.4025, 0.0325, 0.06, 0.6775, 0.0, 0.0175, 0.0725, 0.0625]","[0.0, 0.0, 0.06367583212735166, 0.0, 0.0, 0.0, 0.9999999999999999, 0.9999999999999999, 0.0, 0.0]","[0.5, 0.53, 0.08, 0.51, 0.6, 0.0, 1.0, 0.81, 0.47, 0.34]",0.42415595054626465,474.7722759246826,56.210350036621094,480.57075905799866,121.88047790527344,8.498770952224731
