graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_addition_impact_scores,stochastic_model_addition_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_model_addition_time,stochastic_model_addition_time,optimization_state_time,stochastic_state_time
Trichostrongylus retortaeformis,True,26,1,1,0.038461538461538464,5,2.230769230769231,7,5.142857142857143,7.0,2.2946254863155726,7,0.13233438099658723,0.12670735251380413,0.4318512060447544,"[1.0, 1.0, 1.0, 0.997675094449288, 0.5184539378087765, 1.0, 1.0, 1.0, 0.5184539378087765, 1.0, 1.0, 1.0, 1.0, 0.997675094449288, 0.997675094449288, 1.0, 1.0, 1.0, 0.5161290322580645, 0.5184539378087765, 1.0, 1.0, 0.997675094449288, 1.0, 1.0, nan]","[0.25342051729148496, 0.5829700668410353, 0.2922725951758207, 0.3190235396687006, 0.178541121766928, 0.21154315605928467, 0.09985759953501887, 0.45178145887823384, 0.09006102877070635, 0.2901976169718104, 0.27637314734088897, 0.36401336820691654, 0.4124498692240629, 0.6909735541993619, 0.7595553618134283, 0.5724731182795701, 0.23117407730310943, 0.4097093868061614, 0.3098052891601275, 0.2793432141819236, 0.11278698052891593, 0.7528596338273779, 0.7676489392618445, 0.4907701249636739, 0.7470270270270288, nan]","[0.06666666666666667, 0.1, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, -0.0, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.2, 0.1, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, 0.1, 0.03333333333333333, 0.1, nan]","[0.25857142857142806, 0.46857142857143097, 0.21571428571428533, 0.2571428571428566, 0.12571428571428564, 0.19142857142857114, 0.12428571428571422, 0.2857142857142851, 0.10999999999999999, 0.24714285714285666, 0.4042857142857153, 0.5114285714285747, 0.4857142857142885, 0.8514285714285714, 0.7785714285714306, 0.5071428571428603, 0.305714285714285, 0.2742857142857137, 0.5842857142857192, 0.27142857142857085, 0.14571428571428557, 0.34428571428571403, 0.5300000000000037, 0.3271428571428565, 0.3128571428571421, nan]","[0.5184539378087765, 0.4318512060447544, 0.0, 0.0, 0.4815460621912235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5184539378087765, 0.5184539378087765, 0.0, 0.0, 0.0, 0.5184539378087765, 0.5161290322580645, 0.4815460621912235, 0.5184539378087765, 0.5184539378087765, 0.0, 0.0, nan]","[0.47, 0.24, 0.0, 0.04, 0.27, 0.0, 0.04, 0.02, 0.0, 0.0, 0.0, 0.54, 0.0, 0.34, 0.31, 0.09, 0.28, 0.07, 0.55, 0.15, 0.15, 0.52, 0.42, 0.25, 0.49, nan]",2.971885919570923,6029.027741909027,99.35197401046753,3945.514485836029,386.69493103027344,45.19649314880371
Arabidopsis thaliana Cell Cycle,True,14,1,0,0.0,8,4.714285714285714,4,9.75,7.0,8.042853971072706,23,0.23927575505045418,0.17230955259975816,0.6368399838774688,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9814590890769851, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1366787585650947, 0.8382587666263578, 0.11541313986295848, 0.6933736396614265, 0.38603788794840777, 0.03356307940346636, 0.12412736799677548, 0.9914711809754094, 0.474421604191858, 0.3413704151551793, 0.4387061668681983, 0.10765820233776703, 0.2440749697702538, 0.2559048770656992]","[0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, -0.0, 0.06666666666666667, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333]","[0.1125, 0.7425, 0.09, 0.285, 0.315, 0.025, 0.085, 0.8625, 0.39, 0.24, 0.32, 0.06, 0.1425, 0.1675]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.34461910519951633, 0.0, 0.6368399838774688, 0.2551390568319226, 0.8919790407093914, 0.34461910519951633, 0.0, 0.8919790407093914, 0.9814590890769851]","[0.16, 0.34, 0.47, 0.47, 0.41, 0.25, 0.42, 0.49, 0.47, 0.27, 0.43, 0.26, 0.49, 0.67]",7.586857080459595,6510.811872959137,237.71979093551636,2492.7577130794525,799.7423629760742,14.854558944702148
B cell differentiation,True,22,1,5,0.22727272727272727,7,1.7727272727272727,39,2.6923076923076925,3.0,0.7216024245882199,4,0.010012415648518689,0.028151774785801713,0.041207670338637294,"[0.49775601795185637, 0.5018359853121175, 0.7605059159526725, 1.0, 0.44063647490820074, 0.5071399428804569, 0.5063239494084047, 0.5030599755201959, 0.5018359853121175, 0.547531619747042, 1.0, 0.5063239494084047, 0.5022439820481436, 0.5071399428804569, 0.5022439820481436, 1.0, 0.5030599755201959, nan, nan, nan, nan, nan]","[0.16839657282741743, 0.5380497756017909, 0.0955487556099551, 0.3247490820073423, 0.09352101183190527, 0.5299796001631943, 0.5403141574867363, 0.5331293349653159, 0.5379967360261074, 0.160134638922889, 0.24320277437780455, 0.5347123623010979, 0.5324765401876747, 0.5375356997143982, 0.537498980008156, 0.35184414524683594, 0.5362137902896731, nan, nan, nan, nan, nan]","[0.26666666666666666, -0.0, 0.26666666666666666, -0.0, 0.13333333333333333, -0.0, -0.0, -0.0, -0.0, -0.0, 0.4, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, nan, nan, nan, nan, nan]","[0.12743589743589703, 0.4315384615384755, 0.017179487179487158, 0.3176923076923066, 0.01666666666666665, 0.43717948717950195, 0.43076923076924467, 0.4351282051282196, 0.4353846153846299, 0.08871794871794846, 0.14128205128205085, 0.43076923076924467, 0.424871794871808, 0.4287179487179623, 0.4443589743589901, 0.3512820512820544, 0.4287179487179623, nan, nan, nan, nan, nan]","[0.2035903712770298, 0.0, 0.21379028967768257, 0.0697674418604651, 0.01672786617707058, 0.01835985312117503, 0.0, 0.0, 0.0, 0.0, 0.1795185638514892, 0.0, 0.0, 0.0, 0.05303957568339453, 0.0, 0.0, nan, nan, nan, nan, nan]","[0.09, 0.0, 0.09, 0.09, 0.03, 0.0, 0.0, 0.01, 0.0, 0.0, 0.07, 0.0, 0.01, 0.0, 0.02, 0.0, 0.0, nan, nan, nan, nan, nan]",7.763075113296509,2295.854135990143,150.4782919883728,2520.341826915741,1806.2501511573792,14.239648818969727
Body Segmentation in Drosophila 2013,True,17,1,3,0.17647058823529413,4,1.7058823529411764,17,1.3529411764705883,1.0,1.4117647058823528,7,0.03585488575294227,0.0583804143126177,0.1384180790960452,"[0.7716572504708099, 1.0, 0.5508474576271187, 0.8808851224105462, 0.7382297551789077, 0.7382297551789077, 0.5616760828625236, 0.9077212806026365, 0.6092278719397364, 0.8808851224105462, 0.2617702448210923, 0.7419962335216571, 0.7382297551789077, 0.7000941619585688, nan, nan, nan]","[0.1624199623352166, 0.4551318267419947, 0.11826741996233524, 0.29436440677966175, 0.5302589453860613, 0.5320386064030103, 0.14638888888888885, 0.22229284369114918, 0.1647222222222222, 0.2962853107344642, 0.26064030131826793, 0.5758192090395456, 0.5196798493408636, 0.2171563088512243, nan, nan, nan]","[0.1, 0.5333333333333333, 0.13333333333333333, 0.16666666666666669, 0.33333333333333337, 0.43333333333333335, 0.13333333333333333, 0.4, 0.1, 0.16666666666666669, 0.13333333333333333, 0.3666666666666667, 0.43333333333333335, 0.03333333333333333, nan, nan, nan]","[0.1129411764705879, 0.41588235294118087, 0.08705882352941152, 0.23529411764705807, 0.40941176470588636, 0.43235294117647594, 0.12176470588235258, 0.20117647058823465, 0.061176470588235145, 0.2423529411764698, 0.19235294117646998, 0.46058823529412457, 0.5117647058823628, 0.024117647058823515, nan, nan, nan]","[0.1393596986817326, 0.0, 0.09227871939736347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9971751412429379, nan, nan, nan]","[0.15, 0.0, 0.09, 0.0, 0.39, 0.0, 0.03, 0.0, 0.45, 0.0, 0.35, 0.0, 0.01, 0.88, nan, nan, nan]",0.943835973739624,1198.1147470474243,1322.9343309402466,1267.174045085907,142.07605695724487,9.789047002792358
BT474 Breast Cell Line Short-term ErbB Network,True,16,1,5,0.3125,6,2.875,111,1.7747747747747749,2.0,0.4177305628601668,2,0.007177227554599576,0.0068634179821551134,0.033630748112560054,"[0.8249828414550446, 0.5229924502402197, 0.25943719972546325, 0.9100892244337682, 1.0, 0.754289636238847, 0.45504461221688397, 0.2814001372683596, 0.5085792724776939, 0.47426218256691827, 0.9739190116678105, nan, nan, nan, nan, nan]","[0.3861221688400897, 0.4149279341111947, 0.3367810569663754, 0.4337199725463353, 0.5203157172271866, 0.35075497597804306, 0.3610569663692569, 0.40392587508579875, 0.3726080988332249, 0.36146877144818745, 0.38870967741936086, nan, nan, nan, nan, nan]","[1.0, 1.0, 0.8333333333333333, 1.0, 0.43333333333333335, 0.9666666666666666, 1.0, 1.0, 0.8333333333333333, 1.0, 1.0, nan, nan, nan, nan, nan]","[0.05099099099099113, 0.11855855855856133, 0.021441441441441337, 0.06612612612612685, 0.04513513513513504, 0.02864864864864847, 0.03801801801801775, 0.07261261261261359, 0.039549549549549264, 0.03972972972972944, 0.07459459459459565, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.14001372683596433, 0.027453671928620454, 0.8757721345229923, 0.002745367192862045, 0.11118737131091284, 0.06520247083047358, 0.37405628002745356, 0.21688400823610154, 0.0, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.14, 0.01, 0.91, 0.03, 0.11, 0.04, 0.45, 0.24, 0.0, nan, nan, nan, nan, nan]",8.463381052017212,1138.7894940376282,662.516261100769,1167.8998320102692,3437.420355796814,12.329499006271362
Budding Yeast Cell Cycle,True,20,1,4,0.2,6,2.1,26,4.846153846153846,4.0,2.8513466142847137,11,0.021923892074188572,0.0365803534730785,0.07562679819153309,"[0.5030826140567202, 1.0, 0.6629675297986025, 1.0, 1.0, 1.0, 0.6629675297986025, 1.0, 0.40567200986436497, 0.6629675297986026, 1.0, 1.0, 1.0, 0.5067817509247842, 0.6358405260994657, 1.0, nan, nan, nan, nan]","[0.5187464036169335, 0.7764981504315639, 0.3401931771475554, 0.3305548705302108, 0.6559309494451273, 0.14101931771475568, 0.41729963008631366, 0.23854911631730466, 0.21010686395396722, 0.5941224825318527, 0.09823263460748043, 0.4612741471434441, 0.3467612001644075, 0.2508877928483364, 0.10721742704480064, 0.4463378545006169, nan, nan, nan, nan]","[-0.0, 0.5333333333333333, -0.0, -0.0, -0.0, -0.0, 0.26666666666666666, 0.6666666666666666, -0.0, -0.0, -0.0, -0.0, -0.0, 0.06666666666666667, -0.0, 0.26666666666666666, nan, nan, nan, nan]","[0.4588461538461661, 0.6903846153846281, 0.21769230769230966, 0.24500000000000313, 0.6726923076923229, 0.15038461538461495, 0.3353846153846224, 0.16576923076923053, 0.15269230769230724, 0.5857692307692485, 0.041153846153846096, 0.5953846153846335, 0.3361538461538532, 0.2373076923076951, 0.07846153846153828, 0.3888461538461631, nan, nan, nan, nan]","[0.3333333333333333, 0.20221948212083848, 0.1935881627620222, 0.14385532264693793, 0.0, 0.15618577887381835, 0.038635429510891904, 0.3284011508425812, 0.0, 0.0, 0.47677764077270857, 0.24290998766954375, 0.0, 0.12618166872174272, 0.47677764077270857, 0.0, nan, nan, nan, nan]","[0.08, 0.15, 0.17, 0.3, 0.0, 0.08, 0.14, 0.19, 0.03, 0.04, 0.35, 0.16, 0.0, 0.19, 0.34, 0.12, nan, nan, nan, nan]",12.394371032714844,2759.4844830036163,55.259289026260376,2546.0430150032043,1037.177067041397,13.584598779678345
Budding Yeast Cell Cycle 2009,True,18,1,0,0.0,6,3.2777777777777777,2,4.5,4.5,2.5,7,0.43895671476137627,0.5,0.9389567147613762,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9389567147613762, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.13450610432852386, 0.693140954495005, 0.5006104328523863, 0.14572697003329635, 0.5443618201997775, 0.43290788013318504, 0.2714539400665926, 0.13938956714761375, 0.5012208657047725, 0.41305216426193125, 0.04755826859045505, 0.24023307436182012, 0.9694783573806874, 0.07816870144284128, 0.32351831298557143, 0.7488679245283013, 0.028168701442841285, 0.1751165371809101]","[-0.0, -0.0, 0.06666666666666667, -0.0, -0.0, -0.0, 0.06666666666666667, 0.03333333333333333, -0.0, 0.06666666666666667, -0.0, -0.0, -0.0, 0.06666666666666667, -0.0, -0.0, -0.0, -0.0]","[0.06, 0.36, 0.765, 0.135, 0.33, 0.37, 0.22, 0.3, 0.5, 0.835, 0.095, 0.165, 0.72, 0.235, 0.315, 0.4, 0.075, 0.155]","[0.06104328523862375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06104328523862375, 0.0]","[0.04, 0.03, 0.0, 0.02, 0.03, 0.08, 0.08, 0.0, 0.04, 0.0, 0.07, 0.01, 0.0, 0.0, 0.0, 0.05, 0.03, 0.0]",1.0098719596862793,3891.902197122574,64.4654929637909,2678.307732105255,82.19879984855652,14.592521905899048
Cardiac development,True,15,1,1,0.06666666666666667,7,2.533333333333333,2,2.0,2.0,0.0,2,0.006382978723404237,0.5,0.5063829787234042,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5063829787234042, 0.5063829787234042, 0.5063829787234042, 1.0, 0.5063829787234042, nan]","[0.46, 1.0, 1.0, 0.024936170212765955, 0.2660851063829788, 0.52, 0.19455319148936165, 0.06012765957446808, 0.02, 0.4997446808510641, 0.4991063829787235, 0.2858297872340426, 1.0, 0.5007659574468084, nan]","[-0.0, -0.0, 0.03333333333333333, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, nan]","[0.49, 1.0, 1.0, 0.065, 0.37, 0.48, 0.195, 0.045, 0.03, 0.765, 0.5, 0.205, 1.245, 0.5, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",0.6979470252990723,1018.1500041484833,89.49616003036499,1011.1849739551544,111.24792122840881,9.998127937316895
Cell Cycle Transcription by Coupled CDK and Network Oscillators,True,9,1,0,0.0,4,2.111111111111111,1,2.0,2.0,0.0,2,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.47, 0.5, 1.0, 0.11, 0.52, 0.49, 1.0, 0.14, 1.0]","[0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333]","[0.63, 0.75, 1.0, 0.47, 0.78, 1.25, 1.0, 0.23, 1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08821892738342285,200.26408886909485,12.058230876922607,211.33854722976685,9.059906005859375e-06,3.3074769973754883
Cortical Area Development,True,5,1,0,0.0,4,2.8,1,1.0,1.0,0.0,1,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.3, 0.25, 0.1, 0.09, 0.1]","[0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333, 0.03333333333333333]","[0.54, 0.24, 0.37, 0.34, 0.14]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.031452178955078125,59.07230997085571,4.990736961364746,58.282259941101074,6.9141387939453125e-06,1.1427319049835205
