graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_model_addition_impact_scores,stochastic_model_addition_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_model_addition_time,stochastic_model_addition_time,optimization_state_time,stochastic_state_time
Trichostrongylus retortaeformis,False,26,1,1,0.038461538461538464,5,2.230769230769231,11,4.545454545454546,2.0,5.193766129849345,13,0.10486883005018934,0.014766686355581808,0.3062610750147667,"[0.4881866509155346, 0.9955699940933255, 0.8033077377436503, 1.0, 0.9955699940933255, 0.9852333136444181, 1.0, 1.0, 0.49704666272888365, 0.9852333136444181, 0.9852333136444181, 0.9955699940933255, 0.9728292971057294, 1.0, 1.0, 0.9728292971057294, 0.5073833431777909, 1.0, 1.0, 0.9728292971057294, 0.5912581216774956, 1.0, 1.0, 0.4881866509155346, 1.0, nan]","[0.161027761370348, 0.5597607796810425, 0.32430301240401727, 0.09278499704666242, 0.08553160070880089, 0.1139840519787357, 0.09268163024217349, 0.49963083284111287, 0.07787359716479625, 0.37390135853514594, 0.20940047253396316, 0.30272297696396944, 0.38216774955700117, 0.5727968103957505, 0.5992764323685807, 0.6517513290017755, 0.3138098050797405, 0.21221500295333695, 0.17240992321323045, 0.19494093325457768, 0.07989072652096871, 0.5727849970466667, 0.5997932663910258, 0.23700826934435906, 0.5938629651506246, nan]","[0.23333333333333334, 0.2, 0.13333333333333333, 0.2, 0.1, 0.1, 0.13333333333333333, 0.2, 0.06666666666666667, 0.1, 0.03333333333333333, 0.1, 0.06666666666666667, 0.2, 0.2, 0.13333333333333333, 0.16666666666666669, 0.2, 0.2, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.16666666666666669, 0.4, nan]","[0.14909090909090966, 0.5618181818181877, 0.2263636363636363, 0.1900000000000003, 0.05181818181818179, 0.14000000000000049, 0.0318181818181818, 0.32545454545454455, 0.0645454545454545, 0.2681818181818177, 0.008181818181818184, 0.6854545454545548, 0.038181818181818164, 0.6854545454545548, 0.48454545454545817, 0.4527272727272754, 0.26272727272727225, 0.20090909090909112, 0.12545454545454582, 0.19545454545454571, 0.0527272727272727, 0.25909090909090865, 0.41363636363636525, 0.29999999999999916, 0.6081818181818253, nan]","[0.08771411695215595, 0.0, 0.0, 0.0, 0.30271707028942707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8998818665091554, 0.4093325457767277, 0.0, 0.02303603071470762, 0.08771411695215595, 0.0, 0.08771411695215595, 0.0, 0.08771411695215595, 0.0, 0.0, 0.08771411695215595, 0.08771411695215595, 0.08771411695215595, 0.08771411695215595, nan]","[0.02, 0.0, 0.0, 0.0, 0.4, 0.0, 0.03, 0.0, 0.18, 0.0, 0.95, 0.53, 0.96, 0.0, 0.03, 0.03, 0.01, 0.0, 0.2, 0.0, 0.08, 0.27, 0.04, 0.03, 0.02, nan]",6.084887981414795,3695.6056978702545,779.9481580257416,4893.761566877365,645.2820868492126,39.32517385482788
FA BRCA pathway,False,28,1,0,0.0,9,4.392857142857143,1,2.0,2.0,0.0,2,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25, 0.04, 0.02, 0.08, 0.0, 0.06, 0.07, 0.27, 0.03, 0.01, 0.48, 0.02, 0.08, 0.06, 0.12, 0.1, 0.04, 0.08, 0.3, 0.04, 0.26, 0.0, 0.09, 0.25, 0.61, 0.14, 0.01, 0.12]","[-0.0, 0.03333333333333333, -0.0, 0.03333333333333333, -0.0, -0.0, 0.06666666666666667, 0.03333333333333333, -0.0, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, -0.0, 0.06666666666666667, -0.0, -0.0, -0.0, 0.03333333333333333, 0.03333333333333333, -0.0, 0.03333333333333333, -0.0, 0.06666666666666667, -0.0]","[0.4, 0.09, 0.03, 0.04, 0.01, 0.06, 0.14, 0.41, 0.04, 0.08, 0.42, 0.04, 0.18, 0.15, 0.16, 0.18, 0.06, 0.3, 0.5, 0.08, 0.93, 0.01, 0.17, 0.27, 1.0, 0.18, 0.05, 0.08]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.3116769790649414,4986.1141929626465,1025.644700050354,6391.027081012726,4.38690185546875e-05,58.527752161026
Arabidopsis thaliana Cell Cycle,False,14,1,0,0.0,8,4.714285714285714,1,8.0,8.0,0.0,8,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.14, 1.0, 0.11, 0.7, 0.38, 0.05, 0.12, 1.0, 0.39, 0.27, 0.28, 0.07, 0.23, 0.14]","[0.03333333333333333, 0.03333333333333333, -0.0, -0.0, 0.03333333333333333, -0.0, 0.03333333333333333, -0.0, 0.03333333333333333, 0.03333333333333333, 0.06666666666666667, -0.0, -0.0, 0.03333333333333333]","[0.1, 1.21, 0.12, 0.66, 0.29, 0.01, 0.09, 1.0, 0.56, 0.24, 0.66, 0.01, 0.22, 0.15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.704326152801514,928.3363809585571,171.8179008960724,1024.9844210147858,1.9073486328125e-05,8.781238079071045
Aurora Kinase A in Neuroblastoma,False,23,1,4,0.17391304347826086,7,1.8695652173913044,45,2.466666666666667,3.0,0.8844332774281068,3,0.022395328583439515,0.009591115598182737,0.06562342251388188,"[0.9999999999999999, 0.8354366481574963, 0.9999999999999999, 0.8354366481574963, 0.9999999999999999, 0.9999999999999999, 0.8354366481574963, 1.0, 0.8112064613831398, 0.9999999999999999, 0.8354366481574963, 0.9999999999999999, 0.38768298838970217, 0.8354366481574963, 0.8354366481574963, 0.9999999999999999, 0.9071176173649671, 0.8354366481574963, 0.9999999999999999, nan, nan, nan, nan]","[0.3061155981827365, 0.5140307925290266, 0.7841569914184677, 0.5198031297324583, 0.35203937405350916, 0.7043437657748569, 0.5198485613326603, 0.9315774861181073, 0.3805906108026252, 0.6107748611812218, 0.5888642099949524, 0.7062039374053465, 0.14280918727915295, 0.5656739020696616, 0.5480843008581527, 0.2804568399798086, 0.10699394245330693, 0.5746264512872294, 0.5034452296819785, nan, nan, nan, nan]","[0.4, 0.26666666666666666, 0.9333333333333332, 0.4, 0.13333333333333333, 0.6666666666666666, 0.13333333333333333, 0.4, 0.4, 0.5333333333333333, 0.13333333333333333, 1.0, 0.13333333333333333, 0.5333333333333333, 0.5333333333333333, 0.6666666666666666, 0.13333333333333333, 0.13333333333333333, 0.4, nan, nan, nan, nan]","[0.15644444444444394, 0.3588888888888939, 0.5008888888889161, 0.1206666666666663, 0.15999999999999948, 0.4764444444444678, 0.4431111111111293, 0.5026666666666941, 0.2233333333333326, 0.3233333333333328, 0.42977777777779386, 0.5313333333333653, 0.053999999999999854, 0.37000000000000677, 0.11733333333333297, 0.10577777777777746, 0.02333333333333329, 0.3635555555555613, 0.25688888888888806, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.008581524482584552, 0.0, 0.01918223119636547, 0.0, 0.022463402322059563, 0.014386673397274105, 0.022463402322059563, 0.0, 0.0, 0.0, 0.0, 0.020696617869762745, 0.0, 0.020696617869762745, 0.0, 0.022463402322059563, nan, nan, nan, nan]","[0.01, 0.01, 0.07, 0.07, 0.0, 0.04, 0.0, 0.01, 0.07, 0.04, 0.0, 0.03, 0.13, 0.0, 0.07, 0.06, 0.1, 0.0, 0.02, nan, nan, nan, nan]",7.347431898117065,2965.7424590587616,437.1941251754761,4167.576196908951,2299.1301760673523,27.22975993156433
Body Segmentation in Drosophila 2013,False,17,1,3,0.17647058823529413,4,1.7058823529411764,10,1.0,1.0,0.0,1,0.046362272065569574,0.11846846846846847,0.13783783783783785,"[0.5225225225225226, 0.7513513513513514, 0.7563063063063064, 0.9801801801801802, 0.7513513513513514, 0.7513513513513514, 0.7513513513513514, 1.0, 1.0, 0.45765765765765765, 0.7545045045045046, 0.7445945945945946, 0.7513513513513514, 0.5887387387387387, nan, nan, nan]","[0.18339639639639632, 0.5324864864864849, 0.06841441441441455, 0.24692792792792737, 0.4965585585585568, 0.4858558558558543, 0.17183783783783788, 0.28126126126126055, 0.12188288288288311, 0.2941216216216209, 0.2526576576576572, 0.4823603603603588, 0.5775855855855837, 0.15950450450450465, nan, nan, nan]","[0.16666666666666669, 0.23333333333333334, 0.1, 0.13333333333333333, 0.5, 0.5, 0.16666666666666669, 0.13333333333333333, 0.26666666666666666, 0.13333333333333333, 0.2, 0.23333333333333334, 0.5, 0.13333333333333333, nan, nan, nan]","[0.3230000000000019, 0.4760000000000041, 0.1019999999999998, 0.23800000000000068, 0.7250000000000015, 0.8699999999999933, 0.2900000000000014, 0.23300000000000062, 0.13999999999999965, 0.21600000000000036, 0.3120000000000017, 0.4850000000000042, 0.7400000000000007, 0.259000000000001, nan, nan, nan]","[0.0, 0.0, 0.13783783783783785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11756756756756756, nan, nan, nan]","[0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.15, nan, nan, nan]",0.266981840133667,716.2866780757904,311.922837972641,752.8457832336426,42.20238399505615,4.8920578956604
Bordetella bronchiseptica,False,33,1,0,0.0,6,2.393939393939394,4,1.25,1.0,0.4330127018922193,2,0.39548368614726803,0.025569176882661998,0.9348511383537653,"[0.9509632224168126, 0.9649737302977233, 1.0, 0.9649737302977233, 1.0, 1.0, 1.0, 0.9509632224168126, 0.9348511383537653, 1.0, 1.0, 0.9509632224168126, 0.9698774080560421, 1.0, 1.0, 1.0, 0.9509632224168126, 0.9649737302977233, 0.9649737302977233, 0.9649737302977233, 0.9649737302977233, 1.0, 0.9649737302977233, 0.9649737302977233, 0.9698774080560421, 1.0, 1.0, 0.9649737302977233, 0.9649737302977233, 1.0, 1.0, 1.0, 0.9649737302977233]","[0.11398598949211915, 0.5383817863397543, 0.17855691768826634, 0.0301155866900175, 0.07790893169877401, 0.48192644483362485, 0.5196427320490362, 0.09713134851138344, 0.17396497373029773, 0.4930192644483357, 0.4543012259194392, 0.016297723292469365, 0.23502276707530623, 0.016038528896672514, 0.36323642732048983, 0.2543152364273201, 0.06629772329246929, 0.30757267950963174, 0.1673345008756569, 0.25601751313485077, 0.1663957968476359, 0.06617863397548154, 0.14652889667250452, 0.12211908931698776, 0.2714045534150609, 0.46264798598949164, 0.48123992994746034, 0.4753730297723289, 0.1407040280210158, 0.4931103327495618, 0.5078633975481608, 0.5464623467600699, 0.16951313485113842]","[0.06666666666666667, 0.1, 0.1, 0.1, 0.16666666666666669, 0.1, 0.1, 0.13333333333333333, 0.06666666666666667, 0.13333333333333333, 0.26666666666666666, 0.06666666666666667, 0.03333333333333333, 0.1, 0.1, 0.03333333333333333, 0.06666666666666667, 0.26666666666666666, 0.13333333333333333, 0.1, 0.1, 0.23333333333333334, 0.1, 0.1, 0.03333333333333333, 0.1, 0.1, 0.16666666666666669, 0.16666666666666669, 0.1, 0.16666666666666669, 0.16666666666666669, 0.06666666666666667]","[0.12, 0.49, 0.6925, 0.0525, 0.09, 0.4975, 0.5675, 0.1175, 0.225, 0.4525, 0.4925, 0.025, 0.31, 0.03, 0.485, 0.125, 0.0525, 0.325, 0.1325, 0.2375, 0.185, 0.1275, 0.135, 0.14, 0.23, 0.625, 0.5775, 0.5725, 0.1275, 0.445, 0.7725, 0.6925, 0.125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030122591943957968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9649737302977233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016112084063047285, 0.0]","[0.0, 0.0, 0.0, 0.01, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.03, 0.0, 0.03, 0.06, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.02, 0.97, 0.0, 0.0, 0.0, 0.03, 0.0, 0.02, 0.04, 0.0]",0.9406468868255615,4771.1852650642395,177.8561840057373,6075.215999126434,365.1618368625641,53.35557007789612
BT474 Breast Cell Line Short-term ErbB Network,False,16,1,5,0.3125,6,2.875,86,1.0,1.0,0.0,1,0.012271726709725142,0.003179650238473768,0.04213036565977742,"[0.746422893481717, 0.5500794912559618, 0.5985691573926867, 0.6343402225755166, 0.9578696343402225, 0.6343402225755166, 0.6669316375198728, 0.3004769475357711, 0.7042925278219396, 0.33783783783783783, 0.9944356120826708, nan, nan, nan, nan, nan]","[0.2134499205087392, 0.28388712241653025, 0.18689189189188696, 0.24631955484896303, 0.38869634340222736, 0.20141494435611526, 0.19204292527821473, 0.23946740858505108, 0.22155802861684784, 0.18995230524641765, 0.215468998410171, nan, nan, nan, nan, nan]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan, nan, nan, nan, nan]","[0.06255813953488382, 0.12988372093022896, 0.04883720930232566, 0.0760465116279071, 0.2347674418604651, 0.05232558139534892, 0.05883720930232568, 0.08139534883720932, 0.07069767441860476, 0.059186046511628, 0.07337209302325594, nan, nan, nan, nan, nan]","[0.001589825119236884, 0.001589825119236884, 0.08426073131955487, 0.35294117647058837, 0.01987281399046105, 0.04451510333863276, 0.0699523052464229, 0.0, 0.20747217806041346, 0.13831478537360894, 0.0, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.07, 0.71, 0.0, 0.08, 0.04, 0.01, 0.19, 0.36, 0.01, nan, nan, nan, nan, nan]",1.8679029941558838,332.48745012283325,218.97719812393188,497.09443283081055,1785.8034811019897,6.608528137207031
Budding Yeast Cell Cycle,False,20,1,4,0.2,6,2.1,32,1.875,1.0,1.8157298807917437,11,0.02130448637390615,0.02893617021276596,0.07787234042553191,"[0.5234042553191489, 0.8608510638297874, 0.6174468085106384, 0.48, 0.9365957446808512, 0.8608510638297872, 1.0, 0.7025531914893617, 0.456595744680851, 1.0000000000000002, 0.7974468085106383, 0.7195744680851065, 0.9421276595744681, 0.44680851063829785, 0.936595744680851, 0.8608510638297873, nan, nan, nan, nan]","[0.5256212765957453, 0.6574382978723383, 0.25947659574468157, 0.36566808510638366, 0.6396212765957447, 0.14125531914893658, 0.34779574468085156, 0.14835319148936213, 0.24192340425531975, 0.5959531914893609, 0.10420425531914906, 0.48027234042553146, 0.35216595744680895, 0.24220000000000064, 0.11867234042553218, 0.4258340425531908, nan, nan, nan, nan]","[0.3666666666666667, 0.33333333333333337, 0.3666666666666667, 0.23333333333333334, 0.6666666666666666, 0.4, 1.0, 0.5666666666666667, 0.4666666666666667, 0.7999999999999999, 0.43333333333333335, 0.4, 0.3666666666666667, 0.3666666666666667, 0.16666666666666669, 0.5333333333333333, nan, nan, nan, nan]","[0.424375, 0.4353125, 0.189375, 0.17125, 0.5665625, 0.085, 0.325625, 0.0990625, 0.1553125, 0.445625, 0.0409375, 0.3409375, 0.2046875, 0.169375, 0.0428125, 0.3203125, nan, nan, nan, nan]","[0.23234042553191486, 0.22297872340425534, 0.0, 0.10893617021276596, 0.0, 0.0, 0.0, 0.0, 0.10893617021276596, 0.0, 0.0, 0.23659574468085107, 0.0, 0.0, 0.38553191489361704, 0.0, nan, nan, nan, nan]","[0.2, 0.14, 0.25, 0.39, 0.0, 0.0, 0.0, 0.0, 0.22, 0.0, 0.0, 0.19, 0.1, 0.0, 0.57, 0.0, nan, nan, nan, nan]",2.471320867538452,1203.4666030406952,4266.760449886322,1153.2629199028015,888.2718589305878,14.119839906692505
Budding Yeast Cell Cycle 2009,False,18,1,0,0.0,6,3.2777777777777777,1,11.0,11.0,0.0,11,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.14, 1.0, 1.0, 0.34, 0.5, 0.61, 0.58, 0.44, 1.0, 1.0, 0.09, 0.31, 1.0, 0.5, 0.42, 0.78, 0.12, 0.34]","[0.06666666666666667, 0.06666666666666667, 0.4, -0.0, 0.06666666666666667, -0.0, -0.0, 0.06666666666666667, -0.0, 0.4, 0.03333333333333333, 0.06666666666666667, 0.06666666666666667, 0.4, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]","[0.09, 1.4, 2.8, 0.37, 0.85, 0.7, 0.6, 0.53, 1.0, 3.06, 0.13, 0.59, 1.93, 0.87, 0.44, 1.15, 0.12, 0.52]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.9970288276672363,1275.3231661319733,111.1189341545105,1255.4869928359985,0.0002560615539550781,18.293632984161377
Cardiac development,False,15,1,1,0.06666666666666667,7,2.533333333333333,5,1.0,1.0,0.0,1,0.09561860632211139,0.24742268041237114,0.2599410898379971,"[0.5073637702503682, 0.5073637702503682, 0.5073637702503682, 0.7422680412371134, 0.4955817378497791, 0.5073637702503682, 0.7525773195876289, 0.4926362297496318, 0.27025036818851256, 0.7430044182621502, 0.5044182621502209, 0.4823269513991163, 0.5073637702503682, 0.7430044182621502, nan]","[0.5018851251840948, 0.5034020618556706, 0.5014285714285717, 0.023814432989690708, 0.13370397643593518, 0.270139911634757, 0.1373858615611193, 0.029322533136966106, 0.011325478645066262, 0.25614138438880707, 0.5030044182621508, 0.10525773195876287, 0.5059204712812961, 0.2544108983799705, nan]","[0.13333333333333333, 0.16666666666666669, 0.03333333333333333, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.1, 0.16666666666666669, 0.1, nan]","[0.588000000000003, 0.4800000000000014, 0.019999999999999997, 0.058000000000000024, 0.21799999999999956, 0.31799999999999917, 0.13399999999999984, 0.09999999999999996, 0.04200000000000001, 0.26999999999999935, 0.4840000000000015, 0.20799999999999957, 0.45800000000000113, 0.27599999999999936, nan]","[0.0, 0.0, 0.0, 0.010309278350515464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 1.0, 0.02, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",1.6285638809204102,430.81064009666443,56.31068706512451,554.7319447994232,162.78037190437317,7.336769104003906
